,Vietnamese,Positive,Negative,"Anger
/ tức giận","Anticipation
/ Hi vọng","Disgust
/ chán ghét","Fear
/ sợ hãi","Joy
/ thích thú","Sadness
/ buồn bã","Surprise
/ ngạc nhiên","Trust
/ tin tưởng",
,công hiệu,1,0,0,1,0,0,1,0,1,0,4
bridal,cưới hỏi,1,0,0,1,0,0,1,0,0,1,4
laughter,cười phá lên,1,0,0,1,0,0,1,0,1,0,4
salvation,cứu giúp,1,0,0,1,0,0,1,0,0,1,4
deliverance,cứu nguy,1,0,0,1,0,0,1,0,0,1,4
,đa cảm,0,1,0,0,0,1,1,1,0,0,4
,đã dọn dẹp,1,0,0,1,0,0,1,0,1,0,4
,đã dọn sạch,1,0,0,1,0,0,1,0,1,0,4
barbaric,dã man,0,1,1,0,1,1,0,0,0,0,4
,đã phát quang,1,0,0,1,0,0,1,0,1,0,4
,đa sầu đa cảm,0,1,0,0,0,1,1,1,0,0,4
endemic,đặc hữu,0,1,0,0,1,1,0,1,0,0,4
triumphant,đắc thắng,1,0,0,1,0,0,1,0,0,1,4
cursed,đáng nguyền rủa,0,1,1,0,0,1,0,1,0,0,4
traumatic,đau buồn,0,1,1,0,0,1,0,1,0,0,4
cross,đau khổ,0,1,1,0,0,1,0,1,0,0,4
,đẫy đà,1,0,0,1,1,0,0,1,0,0,4
,đay nghiến,0,1,1,0,1,0,0,1,0,0,4
,dễ ấn tượng,1,0,0,1,0,0,1,0,1,0,4
,dễ bị ấn tượng,1,0,0,1,0,0,1,0,1,0,4
,dễ nổi cáu,0,1,1,0,1,1,0,0,0,0,4
atone,đền tội,1,0,0,1,0,0,1,0,0,1,4
,dị,0,1,0,0,1,1,0,0,1,0,4
crazy,điên dại,0,1,1,0,0,1,0,1,0,0,4
,diệu kì,1,0,0,1,0,0,1,0,1,0,4
blessing,điều sung sướng,1,0,0,1,0,0,1,0,0,1,4
,điêu trá,0,1,1,0,1,0,0,0,1,0,4
betrothed,đính hôn,1,0,0,1,0,0,1,0,0,1,4
comfort,dỗ dành,1,0,0,1,0,0,1,0,0,1,4
,đoàn kết,1,0,0,1,0,0,1,0,0,1,4
,độc tài,0,1,1,0,1,1,0,0,0,0,4
closure,đóng kín,1,0,0,1,0,0,1,1,0,0,4
incendiary,đốt lửa cháy,0,1,1,0,0,1,0,0,1,0,4
,dữ,0,1,1,0,1,1,0,0,0,0,4
ferocious,dữ tợn,0,1,1,0,1,1,0,0,0,0,4
pretty,dũng cảm,1,0,0,1,0,0,1,0,0,1,4
dashed,đụng độ,0,1,1,0,0,1,0,1,0,0,4
,dưới chiều cao trung bình,0,1,0,1,0,0,0,1,1,0,4
,ép buộc,0,1,1,0,1,1,0,0,0,0,4
pretty,gan dạ,1,0,0,1,0,0,1,0,0,1,4
grumpy,gắt gỏng,0,1,1,0,1,0,0,1,0,0,4
,gây ấn tượng,1,0,0,1,0,0,1,0,1,0,4
incendiary,gây bạo động,0,1,1,0,0,1,0,0,1,0,4
,gãy khúc,0,1,1,0,1,0,0,0,1,0,4
fatal,gây tai họa,0,1,1,0,0,1,0,1,0,0,4
,ghê rợn,0,1,0,0,1,1,0,0,1,0,4
frightful,ghê sợ,0,1,1,0,0,1,0,1,0,0,4
hideous,ghê tởm,0,1,0,0,1,1,0,1,0,0,4
abhor,ghét,0,1,1,0,1,1,0,0,0,0,4
score,ghi bàn,1,0,0,1,0,0,1,0,1,0,4
liberation,giải phóng,1,0,0,1,0,0,1,0,1,0,4
deliverance,giải thoát,1,0,0,1,0,0,1,0,0,1,4
disparaging,giảm giá trị,0,1,1,0,1,0,0,1,0,0,4
church,giáo hội,1,0,0,1,0,0,1,0,0,1,4
,giàu ý tưởng,1,0,0,1,0,0,1,0,1,0,4
hideous,gớm guốc,0,1,0,0,1,1,0,1,0,0,4
,hai lòng,0,1,1,0,1,0,0,1,0,0,4
unhealthy,hại sức khỏe,0,1,0,0,1,1,0,1,0,0,4
eagerness,hăm hở,1,0,0,1,0,0,1,0,0,1,4
triumphant,hân hoan,1,0,0,1,0,0,1,0,0,1,4
glow,hang hái,1,0,0,1,0,0,1,0,0,1,4
,hạng sang,1,0,0,1,0,0,1,0,1,0,4
proud,hãnh diện,1,0,0,1,0,0,1,0,0,1,4
chocolate,hạnh phúc,1,0,0,1,0,0,1,0,0,1,4
journey,hành trình,1,0,0,1,0,1,1,0,0,0,4
atrophy,hao mòn,0,1,0,0,1,1,0,1,0,0,4
,háo sắc,0,1,1,0,1,1,0,0,0,0,4
,hay rầy la,0,1,1,0,1,1,0,0,0,0,4
,hay thù hằn,0,1,1,0,1,1,0,0,0,0,4
frisky,hay vui đùa,1,0,0,1,0,0,1,0,1,0,4
,héo hon,0,1,0,0,1,0,0,1,1,0,4
disgraced,hổ thẹn,0,1,1,0,1,0,0,1,0,0,4
ambition,Hoài bão,1,0,0,1,0,0,1,0,0,1,4
heyday,hoàng kim,1,0,0,1,0,0,1,0,0,1,4
,hốc hác,0,1,0,1,0,0,0,1,1,0,4
foul,Hôi,0,1,1,0,1,1,0,0,0,0,4
thrilling,hồi hộp,1,0,0,1,0,0,1,0,1,0,4
restorative,hồi phục,1,0,0,1,0,0,1,0,0,1,4
sunny,hớn hở,1,0,0,1,0,0,1,0,1,0,4
marriage,hôn nhân,1,0,0,1,0,0,1,0,0,1,4
,hống hách,0,1,1,0,1,1,0,0,0,0,4
betrothed,hứa hẹn,1,0,0,1,0,0,1,0,0,1,4
ferocious,hung ác,0,1,1,0,1,1,0,0,0,0,4
heyday,hưng thịnh,1,0,0,1,0,0,1,0,0,1,4
excitement,hứng thú,1,0,0,1,0,0,1,0,1,0,4
enjoy,hưởng thụ,1,0,0,1,0,0,1,0,0,1,4
annihilated,hủy diệt,0,1,1,0,0,1,0,1,0,0,4
,im ắng,0,1,0,0,0,1,0,1,1,0,4
,im bặt,0,1,0,0,0,1,0,1,1,0,4
,inh tai nhức óc,0,1,1,0,1,1,0,0,0,0,4
assassin,kẻ ám sát,0,1,1,0,0,1,0,1,0,0,4
enemy,kẻ thù,0,1,1,0,1,1,0,0,0,0,4
,kết đôi,1,0,0,1,0,0,1,0,0,1,4
closure,kết thúc,1,0,0,1,0,0,1,1,0,0,4
emergency,khẩn cấp,0,1,0,0,0,1,0,1,1,0,4
aspiring,khao khát,1,0,0,1,0,0,1,0,0,1,4
ambition,khát vọng,1,0,0,1,0,0,1,0,0,1,4
feat,khéo léo,1,0,0,1,0,0,1,0,1,0,4
,khép mình,0,1,0,0,1,1,0,1,0,0,4
frowning,khó chịu,0,1,1,0,1,0,0,1,0,0,4
agony,khổ cực,0,1,1,0,0,1,0,1,0,0,4
uncontrollable,khó dậy,0,1,1,1,0,0,0,0,1,0,4
unhappy,khổ sở,0,1,1,0,1,0,0,1,0,0,4
,khoác lác,0,1,1,0,1,0,0,0,1,0,4
unhappy,khốn khổ,0,1,1,0,1,0,0,1,0,0,4
,khốn khổ khốn nạn,0,1,1,0,1,0,0,1,0,0,4
,khốn nạn,0,1,1,0,1,0,0,1,0,0,4
,không ai nhìn nhận,0,1,0,1,1,0,0,1,0,0,4
disapproving,không chấp,0,1,1,0,1,0,0,1,0,0,4
,không chữa được,0,1,0,1,0,1,0,1,0,0,4
,không chung thuỷ,0,1,1,0,1,0,0,1,0,0,4
,không có hình dáng cân đối,0,1,0,1,1,0,0,1,0,0,4
,không có hình dáng đẹp,0,1,0,1,1,0,0,1,0,0,4
,không công bằng,0,1,1,0,1,0,0,1,0,0,4
,không công tâm,0,1,1,1,1,0,0,0,0,0,4
wireless,không dây,1,0,1,1,0,0,0,0,1,0,4
uncaring,không để ý,0,1,1,0,1,0,0,1,0,0,4
,không dùng được nữa,0,1,0,1,1,0,0,1,0,0,4
,không được trồng trọt,0,1,0,1,1,0,0,1,0,0,4
unhappy,không hạnh phúc,0,1,1,0,1,0,0,1,0,0,4
,không khuyết điểm,1,0,0,1,0,0,1,0,0,1,4
,không mệt mỏi,1,0,0,1,0,0,1,0,1,0,4
,không nói được,0,1,0,1,1,0,0,1,0,0,4
uncaring,không quan tâm,0,1,1,0,1,0,0,1,0,0,4
,không sáng,0,1,0,0,1,1,0,1,0,0,4
,không sinh lợi,0,1,1,0,1,0,0,1,0,0,4
,không sinh sản,0,1,1,0,1,0,0,1,0,0,4
inconsiderate,không suy nghĩ,0,1,1,0,1,0,0,1,0,0,4
,không thể cứu chữa,0,1,0,1,0,1,0,1,0,0,4
,không thể đoán,0,1,0,1,1,0,1,0,0,0,4
,không thể dự đoán,0,1,0,1,1,0,1,0,0,0,4
,không thể hoà giải,0,1,1,0,1,0,0,1,0,0,4
,không thể nói trước,0,1,0,1,1,0,1,0,0,0,4
unthinkable,không thể tưởng tượng,0,1,1,0,1,1,0,0,0,0,4
inappropriate,không thích hợp,0,1,1,0,1,0,0,1,0,0,4
,không thương tiếc,0,1,1,0,1,1,0,0,0,0,4
,không thuỷ chung,0,1,1,0,1,0,0,1,0,0,4
,không tì vết,1,0,0,1,0,0,1,0,1,0,4
,không trả công,0,1,1,1,0,0,0,1,0,0,4
,không trả lương,0,1,1,1,0,0,0,1,0,0,4
dishonest,không trung thực,0,1,1,0,1,0,0,1,0,0,4
incompatible,không tương thích,0,1,1,0,1,0,0,1,0,0,4
,không vững,0,1,0,1,1,1,0,0,0,0,4
frightful,khủng khiếp,0,1,1,0,0,1,0,1,0,0,4
comfort,khuyên giải,1,0,0,1,0,0,1,0,0,1,4
bridal,kỉ niệm,1,0,0,1,0,0,1,0,0,1,4
,kì quặc,0,1,0,0,1,1,0,1,0,0,4
thrilling,kịch tính,1,0,0,1,0,0,1,0,1,0,4
aghast,kinh hãi,0,1,0,0,1,1,0,0,1,0,4
aghast,kinh hoàng,0,1,0,0,1,1,0,0,1,0,4
esteem,kính mến,1,0,0,0,0,0,1,1,0,1,4
aghast,kinh ngạc,0,1,0,0,1,1,0,0,1,0,4
disgusting,kinh tởm,0,1,1,0,1,1,0,0,0,0,4
respect,kính trọng,1,0,0,1,0,0,1,0,0,1,4
,kỳ cục,0,1,1,0,1,1,0,0,0,0,4
wonderful,kỳ diệu,1,0,0,0,0,0,1,0,1,1,4
,kỳ quặc,0,1,1,0,1,1,0,0,0,0,4
contaminated,làm bẩn,0,1,0,0,1,1,0,1,0,0,4
mastery,làm chủ,1,0,1,0,0,0,1,0,0,1,4
disservice,làm hại,0,1,1,0,1,0,0,1,0,0,4
contaminated,làm hỏng,0,1,0,0,1,1,0,1,0,0,4
,lầm lạc,0,1,0,1,1,0,0,1,0,0,4
,lấm lét,0,1,1,0,1,1,0,0,0,0,4
disreputable,làm ô danh,0,1,1,0,1,1,0,0,0,0,4
,làm săn chắc da,1,0,0,1,0,0,1,0,1,0,4
,làm săn da,1,0,0,1,0,0,1,0,1,0,4
,làm se da,1,0,0,1,0,0,1,0,1,0,4
readiness,lanh lợi,1,0,0,1,0,0,1,0,0,1,4
,lảo đảo,0,1,0,0,1,1,0,0,1,0,4
,lập dị,0,1,0,1,1,0,0,0,1,0,4
brilliant,lấp lánh,1,0,0,1,0,0,1,0,0,1,4
,láu cá,0,1,1,0,1,0,0,0,1,0,4
marriage,lễ cưới,1,0,0,1,0,0,1,0,0,1,4
festival,lễ hội,1,0,0,1,0,0,1,0,1,0,4
adrift,lênh đênh,0,1,0,1,0,1,0,1,0,0,4
festival,liên hoan,1,0,0,1,0,0,1,0,1,0,4
,lo lắng bồn chồn,0,1,0,0,1,1,0,1,0,0,4
avalanche,lở tuyết,0,1,0,0,0,1,0,1,1,0,4
,loã lồ,0,1,1,0,1,0,0,0,1,0,4
vanished,loại trừ,0,1,0,0,0,1,0,1,1,0,4
grow,lớn lên,1,0,0,1,0,0,1,0,0,1,4
,lòng lang dạ sói,0,1,1,0,1,1,0,0,0,0,4
confidence,lòng tin,1,0,0,0,0,1,1,0,0,1,4
,lót vào,1,0,0,1,0,0,1,0,1,0,4
birch,lừa bịp,0,1,1,0,1,1,0,0,0,0,4
attorney,luật sư,1,0,1,0,0,1,0,0,0,1,4
thrilling,ly kỳ,1,0,0,1,0,0,1,0,1,0,4
,mắc tội,0,1,0,1,0,1,0,1,0,0,4
ambush,Mai phục,0,1,1,0,0,1,0,0,1,0,4
,man rợ,0,1,1,0,1,1,0,0,0,0,4
pretty,mạnh mẽ,1,0,0,1,0,0,1,0,0,1,4
,mất tập trung,0,1,1,0,1,0,0,1,0,0,4
crazy,mất trí,0,1,1,0,0,1,0,1,0,0,4
buck,mau lên,1,1,0,0,0,1,0,0,1,0,4
paragon,mẫu mực,1,0,0,1,0,0,1,0,0,1,4
,máu nóng,0,1,1,0,1,1,0,0,0,0,4
white,màu trắng,1,0,0,1,0,0,1,0,0,1,4
wireless,máy thu thanh,1,0,1,1,0,0,0,0,1,0,4
witch,mê hoặc,0,1,1,0,1,1,0,0,0,0,4
witch,mê hồn,0,1,1,0,1,1,0,0,0,0,4
,mê muội,0,1,1,1,1,0,0,0,0,0,4
,mờ ám,0,1,1,0,1,1,0,0,0,0,4
,mơ màng,0,1,0,1,0,0,1,1,0,0,4
grow,mọc mầm,1,0,0,1,0,0,1,0,0,1,4
mastery,nắm vững,1,0,1,0,0,0,1,0,0,1,4
sunny,nắng,1,0,0,1,0,0,1,0,1,0,4
uplift,nâng cao,1,0,0,1,0,0,1,0,0,1,4
uplift,nâng đỡ,1,0,0,1,0,0,1,0,0,1,4
,nặng nhọc,0,1,0,1,1,1,0,0,0,0,4
turmoil,náo động,0,1,1,0,0,1,0,1,0,0,4
,ngất,0,1,0,1,0,1,0,0,1,0,4
,ngất xỉu,0,1,0,1,0,1,0,0,1,0,4
fete,ngày lễ,1,0,0,1,0,0,1,0,1,0,4
ecstatic,ngây ngất,1,0,0,1,0,0,1,0,1,0,4
,ngỗ nghịch,0,1,0,1,1,0,0,1,0,0,4
star,ngôi sao,1,0,0,1,0,0,1,0,0,1,4
chocolate,ngọt ngào,1,0,0,1,0,0,1,0,0,1,4
crazy,ngu xuẩn,0,1,1,0,0,1,0,1,0,0,4
birch,người đần độn,0,1,1,0,1,1,0,0,0,0,4
attorney,người được ủy quyền,1,0,1,0,0,1,0,0,0,1,4
lover,người hâm mộ,1,0,0,1,0,0,1,0,0,1,4
bigot,người tin mù quáng,0,1,1,0,1,1,0,0,0,0,4
cradle,nguồn gốc,1,0,0,1,0,0,1,0,0,1,4
bloodthirsty,nguy hiểm,0,1,1,0,1,1,0,0,0,0,4
,nguy kịch,0,1,0,1,0,1,0,1,0,0,4
,nguy ngập,0,1,0,1,0,1,0,1,0,0,4
church,nhà thờ,1,0,0,1,0,0,1,0,0,1,4
grumpy,nhăn nhó,0,1,1,0,1,0,0,1,0,0,4
,nhẵn nhụi,1,0,0,1,0,0,1,0,1,0,4
readiness,nhanh nhẹn,1,0,0,1,0,0,1,0,0,1,4
,nhất,1,0,0,1,0,0,1,0,1,0,4
coward,nhát gan,0,1,0,0,1,1,0,1,0,0,4
contaminated,nhiễm,0,1,0,0,1,1,0,1,0,0,4
,nhiệm màu,1,0,0,1,0,0,1,0,1,0,4
,nhiệm mầu,1,0,0,1,0,0,1,0,1,0,4
devout,nhiệt tình,1,0,0,1,0,0,1,0,0,1,4
,nhiều tranh cãi,0,1,1,0,1,0,0,1,0,0,4
,nhỏ xíu,0,1,0,0,1,0,0,1,1,0,4
,nhói óc,0,1,1,0,1,1,0,0,0,0,4
,nhớp nhúa,0,1,0,0,1,1,0,0,1,0,4
balm,nhựa thơm,1,1,0,1,0,0,1,0,0,0,4
,nhức óc,0,1,1,0,1,1,0,0,0,0,4
,nổi lênh đênh,0,0,1,1,0,1,1,0,0,0,4
sanctuary,nơi tôn nghiêm,1,0,0,1,0,0,1,0,0,1,4
,ô nhiễm,0,1,0,0,1,1,0,1,0,0,4
heavenly,ở thiên đường,1,0,0,1,0,0,1,0,0,1,4
oasis,ốc đảo,1,0,0,1,0,0,1,0,0,1,4
broken,ốm yếu,0,1,1,0,0,1,0,1,0,0,4
blast,phá,0,1,1,0,0,1,0,0,1,0,4
wrecked,phá hoại,0,1,1,0,0,1,0,1,0,0,4
wrecked,phá hỏng,0,1,1,0,0,1,0,1,0,0,4
destroyed,phá hủy,0,1,1,0,0,1,0,1,0,0,4
crash,phá sản,0,1,0,0,0,1,0,1,1,0,4
criminal,phạm tội,0,1,1,0,1,1,0,0,0,0,4
spirits,phấn khởi,1,0,0,1,0,0,1,0,1,0,4
deliverance,phán quyết,1,0,0,1,0,0,1,0,0,1,4
cream,phần tốt nhất,1,0,0,1,0,0,1,0,1,0,4
dolphin,phao,1,0,0,0,0,0,1,0,1,1,4
,phát triển,1,0,0,1,0,0,1,0,0,1,4
,phẫu thuật,0,0,0,1,0,1,0,1,0,1,4
,phép mầu,1,0,0,1,0,0,1,0,1,0,4
,phi sản xuất,0,1,1,0,1,0,0,1,0,0,4
wonderful,phi thường,1,0,0,0,0,0,1,0,1,1,4
depressed,phiền muộn,0,1,1,0,0,1,0,1,0,0,4
adrift,phiêu bạt,0,1,0,1,0,1,0,1,0,0,4
,phong tê thấp,0,1,0,1,1,0,0,1,0,0,4
liberation,phóng thích,1,0,0,1,0,0,1,0,1,0,4
dame,phu nhân,1,0,1,0,1,0,0,0,0,1,4
,phụ tình,0,1,1,0,1,0,0,1,0,0,4
ambush,phục kích,0,1,1,0,0,1,0,0,1,0,4
blessing,phước lành,1,0,0,1,0,0,1,0,0,1,4
gift,quà tặng,1,0,0,1,0,0,1,0,1,0,4
wonderful,quá tuyệt vời,1,0,0,0,0,0,1,0,1,1,4
freakish,quái đản,0,1,0,0,1,1,0,0,1,0,4
glory,quang vinh,1,0,0,1,0,0,1,0,0,1,4
familiarity,quen thuộc,1,0,0,1,0,0,1,0,0,1,4
precious,quý giá,1,0,0,1,0,0,1,0,1,0,4
esteem,quý trọng,1,0,0,0,0,0,1,1,0,1,4
wireless,rađiô,1,0,1,1,0,0,0,0,1,0,4
,rẻ,1,0,0,1,0,0,1,0,1,0,4
turmoil,rối loạn,0,1,1,0,0,1,0,1,0,0,4
,rối như tơ vò,0,1,1,0,1,0,0,0,1,0,4
brilliant,rực rỡ,1,0,0,1,0,0,1,0,0,1,4
,rùng rợn,0,1,0,0,1,1,0,0,1,0,4
ribbon,ruy băng,1,0,1,1,0,0,1,0,0,0,4
,sai luật,0,1,1,0,1,1,0,0,0,0,4
,sẫm lại,0,1,0,1,0,1,0,1,0,0,4
,sạm lại,0,1,0,1,0,1,0,1,0,0,4
,sậm lại,0,1,0,1,0,1,0,1,0,0,4
fain,sẳn lòng,1,0,0,1,0,0,1,0,0,1,4
,sản lượng cao,1,0,0,1,0,0,1,0,1,0,4
readiness,sẵn sàng,1,0,0,1,0,0,1,0,0,1,4
brighten,sáng,1,0,0,0,0,0,1,0,1,1,4
brilliant,sáng chói,1,0,0,1,0,0,1,0,0,1,4
delightful,say mê,1,0,0,1,0,0,1,0,0,1,4
,siêu phàm,1,0,0,1,0,0,1,0,1,0,4
,siêu việt,1,0,0,1,0,0,1,0,0,1,4
chocolate,sô cô la,1,0,0,1,0,0,1,0,0,1,4
,số may,1,0,0,1,0,0,1,0,1,0,4
excellence,sở trường,1,0,0,0,1,0,1,0,0,1,4
excitement,sôi nổi,1,0,0,1,0,0,1,0,1,0,4
illuminate,soi sáng,1,0,0,1,0,0,1,0,1,0,4
assassination,sự ám sát,0,1,1,0,0,1,0,1,0,0,4
agony,sự đau đớn,0,1,1,0,0,1,0,1,0,0,4
advent,sự giáng sinh của chúa,1,0,0,1,0,0,1,0,0,1,4
bane,sự suy sụp,0,1,1,0,1,1,0,0,0,0,4
banishment,sự xua đuổi,0,1,1,0,1,0,0,1,0,0,4
,sưng,0,1,0,1,1,1,0,0,0,0,4
adore,sùng bái,1,0,0,1,0,0,1,0,0,1,4
,sùng đạo,1,0,0,1,0,0,1,0,0,1,4
,sung mãn,1,0,0,1,0,0,1,0,1,0,4
happy,sung sướng,1,0,0,1,0,0,1,0,0,1,4
,sưng tấy,0,1,0,1,1,1,0,0,0,0,4
crash,sụp đổ,0,1,0,0,0,1,0,1,1,0,4
courtship,taán tỉnh,1,0,0,1,0,0,1,0,0,1,4
affliction,tai ách,0,1,0,0,1,1,0,1,0,0,4
affliction,tai họa,0,1,0,0,1,1,0,1,0,0,4
affliction,tai nạn,0,1,0,0,1,1,0,1,0,0,4
bane,tai ương,0,1,1,0,1,1,0,0,0,0,4
confidence,tâm sự,1,0,0,0,0,1,1,0,0,1,4
bloodthirsty,tàn bạo,0,1,1,0,1,1,0,0,0,0,4
wrecked,tàn phá,0,1,1,0,0,1,0,1,0,0,4
,tê liệt,0,1,0,0,1,1,0,1,0,0,4
atrophy,teo đi,0,1,0,0,1,1,0,1,0,0,4
,teo tóp,0,1,0,0,1,0,0,1,1,0,4
arsenic,thạch tím,0,1,0,0,1,1,0,1,0,0,4
aspiring,tham vọng,1,0,0,1,0,0,1,0,0,1,4
,thần kì,1,0,0,1,0,0,1,0,1,0,4
brotherly,thân mật,1,0,0,1,0,0,1,0,0,1,4
,thần thánh,1,0,0,1,0,0,1,0,0,1,4
friendly,thân thiện,1,0,0,1,0,0,1,0,0,1,4
brotherly,thân thiết,1,0,0,1,0,0,1,0,0,1,4
glory,thanh danh,1,0,0,1,0,0,1,0,0,1,4
sanctuary,Thánh địa,1,0,0,1,0,0,1,0,0,1,4
heartfelt,thành tâm,1,0,0,0,0,0,1,1,0,1,4
achievement,thành tích,1,0,0,1,0,0,1,0,0,1,4
pay,thanh toán,1,0,0,1,0,0,1,0,0,1,4
achievement,thành tựu,1,0,0,1,0,0,1,0,0,1,4
,thấp khớp,0,1,0,1,1,0,0,1,0,0,4
aghast,thất kinh,0,1,0,0,1,1,0,0,1,0,4
broken,thất thường,0,1,1,0,0,1,0,1,0,0,4
,thất trận,0,1,1,0,1,0,0,1,0,0,4
depressed,thất vọng,0,1,1,0,0,1,0,1,0,0,4
foresee,thấy trước,1,0,0,1,0,0,0,0,1,1,4
,thêu dệt,0,1,1,0,1,0,1,0,0,0,4
enjoy,thích thú,1,0,0,1,0,0,1,0,0,1,4
,thiêng,1,0,0,1,0,0,1,0,0,1,4
,thiêng liêng,1,0,0,1,0,0,1,0,0,1,4
,thiếu công bằng,0,1,1,1,1,0,0,0,0,0,4
,thiếu công tâm,0,1,1,1,1,0,0,0,0,0,4
,thiếu thốn tình cảm,0,1,0,1,1,0,0,1,0,0,4
,thô tục,0,1,1,0,1,0,0,0,1,0,4
agony,thống khổ,0,1,1,0,0,1,0,1,0,0,4
brilliant,thông minh,1,0,0,1,0,0,1,0,0,1,4
dominate,thống trị,1,1,1,0,0,1,0,0,0,0,4
hostile,thù nghịch,0,1,1,0,1,1,0,0,0,0,4
annihilated,thủ tiêu,0,1,1,0,0,1,0,1,0,0,4
badness,thứ xấu,0,1,1,0,1,1,0,0,0,0,4
brotherly,thuận lợi,1,0,0,1,0,0,1,0,0,1,4
restorative,thuốc bổ,1,0,0,1,0,0,1,0,0,1,4
,thuộc loại sang,1,0,0,1,0,0,1,0,1,0,4
,thuộc loại sang trọng,1,0,0,1,0,0,1,0,1,0,4
wound,thương tích,0,1,1,0,0,1,0,1,0,0,4
,thuỷ chung,1,0,0,1,0,0,1,0,0,1,4
,tỉ mỉ,1,0,0,1,0,0,1,0,0,1,4
salary,tiền lương,1,0,0,1,0,0,1,0,0,1,4
,tiên tiến,1,0,0,1,0,0,1,0,0,1,4
laughter,tiếng cười,1,0,0,1,0,0,1,0,1,0,4
tramp,tiếng đi nặng nề,0,1,0,0,1,1,0,1,0,0,4
destroyed,tiêu diệt,0,1,1,0,0,1,0,1,0,0,4
annihilated,tiêu hủy,0,1,1,0,0,1,0,1,0,0,4
courtship,tìm hiểu,1,0,0,1,0,0,1,0,0,1,4
confidence,tin cây,1,0,0,0,0,1,1,0,0,1,4
badness,tính ác,0,1,1,0,1,1,0,0,0,0,4
sex,tình dục,1,0,0,1,0,0,1,0,0,1,4
cream,tinh hoa,1,0,0,1,0,0,1,0,1,0,4
restorative,tỉnh lại,1,0,0,1,0,0,1,0,0,1,4
amour,tình sự,1,0,0,1,0,0,1,0,0,1,4
star,tinh tú,1,0,0,1,0,0,1,0,0,1,4
cream,tinh túy,1,0,0,1,0,0,1,0,1,0,4
,tinh xảo,1,0,0,1,0,0,1,0,1,0,4
courtship,tỏ tình,1,0,0,1,0,0,1,0,0,1,4
,toàn năng,1,0,0,1,0,0,0,0,1,1,4
,tối lại,0,1,0,1,0,1,0,1,0,0,4
ordination,tôn phong,1,0,0,1,0,0,1,0,0,1,4
adore,tôn sùng,1,0,0,1,0,0,1,0,0,1,4
adore,tôn thờ,1,0,0,1,0,0,1,0,0,1,4
respect,tôn trọng,1,0,0,1,0,0,1,0,0,1,4
pay,trả tiền,1,0,0,1,0,0,1,0,0,1,4
illicit,trái phép,0,1,1,0,1,1,0,0,0,0,4
,trái ý,0,1,1,0,1,0,0,1,0,0,4
medical,triị bệnh,1,0,0,1,0,1,0,0,0,1,4
clown,trò hề,1,0,0,1,0,0,1,0,1,0,4
hardened,trở thành nhẫn tâm,0,1,1,0,1,1,0,0,0,0,4
adrift,trôi giạt,0,1,0,1,0,1,0,1,0,0,4
proud,trọng vọng,1,0,0,1,0,0,1,0,0,1,4
,trung bình,0,1,0,1,1,0,0,1,0,0,4
,trường tồn,1,0,0,1,0,0,0,0,1,1,4
proud,tự hào,1,0,0,1,0,0,1,0,0,1,4
dispossessed,tước đoạt,0,1,1,0,0,1,0,1,0,0,4
sunny,tươi sáng,1,0,0,1,0,0,1,0,1,0,4
,tuyệt diệu,1,0,0,1,0,0,1,0,1,0,4
excellence,tuyệt hảo,1,0,0,0,1,0,1,0,0,1,4
paragon,tuyệt phẩm,1,0,0,1,0,0,1,0,0,1,4
,tuyệt trần,1,0,0,1,0,0,1,0,1,0,4
,tuyệt vọng,0,1,0,1,1,1,0,0,0,0,4
,tỷ mỉ,1,0,0,1,0,0,1,0,0,1,4
,u tối,0,1,0,0,1,1,0,1,0,0,4
,ưa nhục dục,0,1,1,0,1,1,0,0,0,0,4
mastery,ưu thế,1,0,1,0,0,0,1,0,0,1,4
dashed,va chạm,0,1,1,0,0,1,0,1,0,0,4
treasure,vàng,1,0,0,1,0,0,1,0,0,1,4
wound,vết thương,0,1,1,0,0,1,0,1,0,0,4
precious,vĩ đại,1,0,0,1,0,0,1,0,1,0,4
bitterness,vị đắng,0,1,1,0,1,0,0,1,0,0,4
bacteria,vi khuẩn,0,1,0,0,1,1,0,1,0,0,4
,viêm khớp,0,1,0,1,1,0,0,1,0,0,4
,viêm nhiễm,0,1,0,1,1,1,0,0,0,0,4
,viêm tấy,0,1,0,1,1,1,0,0,0,0,4
,viễn chinh,0,0,0,1,0,1,1,0,1,0,4
,vĩnh hằng,1,0,0,1,0,0,0,0,1,1,4
infinity,vô cực,1,0,0,1,0,0,1,0,0,1,4
interminable,vô cùng,1,1,1,1,0,0,0,0,0,0,4
,vô giá,1,0,0,1,0,0,1,0,1,0,4
cur,vô lại,0,1,1,0,1,1,0,0,0,0,4
,vô phương cứu chữa,0,1,0,1,0,1,0,1,0,0,4
infinity,vô tận,1,0,0,1,0,0,1,0,0,1,4
applause,vỗ tay,1,0,0,0,0,0,1,0,1,1,4
,vô vọng,0,1,0,1,1,1,0,0,0,0,4
armed,vũ khí,1,1,1,0,0,1,0,0,0,0,4
blast,vụ nổ,0,1,1,0,0,1,0,0,1,0,4
armed,vũ trang,1,1,1,0,0,1,0,0,0,0,4
lord,vua,1,1,0,0,1,0,0,0,0,1,4
fitting,vừa vặn,1,0,0,1,0,0,1,0,0,1,4
triumphant,vui mừng,1,0,0,1,0,0,1,0,0,1,4
,xác xơ,0,1,0,0,1,0,0,1,1,0,4
